ƒ,CREATOR & POST INFORMATION,,,,,,,,,CAMPAIGN DETAILS,,,,,TESTING INFO,,,,,,,,,PAID USAGE PERFORMANCE,,,,,,PAID DETAILS,,RENEWALS,,,,CONTRACT,
Creator's name,Instagram,Handle,Cost of content,"Percent of Ad Spend 
(if applicable)",Audience Size,Agency,Archetype,Persona,Sub persona,Primary Product,Secondary Product,Third Product,Routine Type,"Creator Post Date
OR
Date UGC received",Test Window (days),Test Window Ends,Link to Content,Status,Ad Launch Date,Ad Test Duration (days),Ad Test Expiration Date,Ad End Date,Link to Asana Task for Ad,Meta Spend,Content Cost Percentage (Target: <10%),CP1KAR,NB ROAS,NB % NEW VISITS,NB CPA,Ad Name,# OF ADS/ VARIATIONS,Cost to Renew,Renewal Status,Renewal Date,Offer (GWP?),Terms,Contract Link
Ellen Kim/Hong,INSTAGRAM,ellenorkim,"$1,625",,Mid-tier (100-500k),Superbloom,WindowShopping,BeautyEnthusiast,NewMom,Holiday Kit - MB,,,One Product,12/4/2025,90,,CONTENT,Paused,12/25,30,1/24,1/3,HC106,,,,,,,Video|HolidayCollection|MiniMiracleBalmTrio|Partnership|ellenorkim|BeautyEnthusiast|NewMom|WindowShopping|Superbloom|HC106|Ad00|EllenKimMMB|25Wk52|MMBTrioTest,,,,,,,
Helen Leland,INSTAGRAM,helenleland,"$1,500",,Established (500k-1M),Superbloom,Testimonial,Minimalist,,Holiday Kit - Party,,,One Product,12/9/2025,90,,CONTENT,Paused,12/25,30,1/24,12/28,HC105,,,,,,,Video|HolidayCollection|PartyKit|Partnership|helenleland|Minimalist|Testimonial|Superbloom|HC105|Ad00|HelenLeland|25Wk52|PartyKitTest,,,,,,,
Tracy Campoli,INSTAGRAM,tracycampoli,"$3,000",,Mid-tier (100-500k),Superbloom,ProblemSolution,HealthEnthusiast,CareerWoman,MB,,,One Product,11/30/2025,90,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Sarah Biegel,INSTAGRAM,"sarahmbiegel
","$1,000",,Mid-tier (100-500k),Superbloom,Skits,LifeJuggler,RepeatMom,WTF,MB,Mascara,Multi Product,12/4/2025,90,,CONTENT,Paused,12/25,30,1/24,12/30,M265,,,,,,,Video|WTF|MiracleBalm|Mascara|Partnership|sarahmbiegel|LifeJuggler|RepeatMom|Skits|Superbloom|M265|Ad00|SarahBiegelKidsVO|25Wk52|MultiProductMomTrojan,,,,,,,
Veronika Losyuk-Arena,INSTAGRAM,veronikalosyuk,"$1,000",,Mid-tier (100-500k),Internal,,,,BobbiKit5,,,One Product,9/29/2025,,,CONTENT,Not Launched,,30,,,,,,,,,,,,,,,,,
Wendy Nguyen,INSTAGRAM,wendyslookbook,"$7,500",,Powerhouse (1M+),Superbloom,,,,WTF,MB,,Multi Product,11/21/2025,90,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Lauren McBride,INSTAGRAM,iamlaurenmcbride,"$6,000",,Mid-tier (100-500k),Superbloom,Testimonial,BeautyEnthusiast,,Holiday Kit - MB,,,One Product,12/11/2025,90,,CONTENT,Paused,12/25,30,1/24,12/28,HC103,,,,,,,Video|HolidayCollection|Partnership|iamlaurenmcbride|BeautyEnthusiast|Testimonial|Superbloom|HC103|Ad00|LaurenMcBride|25Wk52|MMBTrioTest,,,,,,,
Katie Novack,INSTAGRAM,thegetupmama,,,Micro (10-100k),Superfiliate,Testimonial,LifeJuggler,,MB,FP,,Multi Product,,,,CONTENT,Paused,12/25,,,12/30,M257,,,,,,,Video|MiracleBalm|FacePencil|Partnership|thegetupmama|LifeJuggler|Testimonial|Superfiliate|M257|Ad00|KatieNovack|25Wk52|MultiProductMomTrojan,,,,,,,
Shelbi Adams,INSTAGRAM,itsallchictome,"$2,000",,Mid-tier (100-500k),Superbloom,DesirableSituation,LuxuryForLess,,Holiday Kit - Party,,,One Product,12/10/2025,90,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Shylah May,INSTAGRAM,shylahmay,"$1,500",,Micro (10-100k),Superbloom,Testimonial,Minimalist,NewMom,MB,WTF,,Multi Product,12/11/2025,90,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Jas Hamilton,INSTAGRAM,jashamilton_,"$1,000",,Micro (10-100k),Superbloom,ProblemSolution,Minimalist,NewMom,MB,WTF,,Multi Product,12/11/2025,90,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Zoila Garcia,INSTAGRAM,zee_styledit,"$4,500",,Established (500k-1M),Superbloom,,,,Holiday Kit - Party,,,One Product,12/11/2025,90,,CONTENT,Paused,01/22,30,2/21,1/26,HC120,,,,,,,Video|HolidayCollection|PartyKit|Partnership|zee_styledit|Minimalist|Testimonial|Superbloom|HC120|Ad00|ZoilaGarciaPK|26Wk04|PartyKitTest,,,,,,,
Avery Woods,INSTAGRAM,averyywoods,"$20,000",,Established (500k-1M),Superbloom,Testimonial,LifeJuggler,RepeatMom,WTF,MB,Cool Gloss,Multi Product,12/11/2025,90,,CONTENT,Paused,01/09/2026,30,2/8,2/6,W044,,,,,,,Video|WTF|MiracleBalm|CoolGloss|Partnership|averyywoods|LifeJuggler|RepeatMom|Testimonial|Superbloom|W044|Ad00|AveryWoods|26Wk02|MultiProductMomTrojan,,,,,,,
Lynn Shabinsky,INSTAGRAM,whitehairwisdom,"$4,500",,Powerhouse (1M+),Superbloom,EducationalInformational,BeautyEnthusiast,RepeatMom,Holiday Kit - Party,,,One Product,12/12/2025,90,,CONTENT,Paused,01/13/2026,30,2/12,1/28,HC117,,,,,,,,,,,,,,
Katerina Siegel,INSTAGRAM,katerinaseigel,"$1,500",,Established (500k-1M),Superbloom,Testimonial,LifeJuggler,,MB,WTF,,Multi Product,12/12/2025,90,,CONTENT,Paused,01/09/2026,,,1/13,W043,,,,,,,Video|WTF|MiracleBalm|CoolGloss|Partnership|katesiegelofficial|LifeJuggler|Testimonial|Superbloom|W043|Ad00|KaterinaSiegel|26Wk02|MBWTFTrojan,,,,,,,
Izzy Teo,INSTAGRAM,pinkerbel,$100,,Nano (1-10k),Aspire,Testimonial,LifeJuggler,NewMom,MB,,,One Product,,,,CONTENT,Paused,12/25,,,12/29,M271,,,,,,,Video|MiracleBalm|Partnership|pinkerbel|LifeJuggler|NewMom|Testimonial|Aspire|M271|Ad00|PinkerbelMB|25Wk52|MultiProductMomTrojan,,,,,,,
Autumn Calabrese,INSTAGRAM,autumncalabrese,"$5,500",,Powerhouse (1M+),Superbloom,Testimonial,BeautyEnthusiast,,Holiday Kit - Party,,,One Product,12/15/2025,90,,CONTENT,Paused,01/09/2026,30,2/8,1/12,HC119,,,,,,,Video|HolidayCollection|PartyKit|New|autumncalabrese|BeautyEnthusiast|Testimonial|Superbloom|HC119|Ad00|AutumnCalabrese|26Wk02|PartyKitTest,,,,,,,
Jessa Seewald,INSTAGRAM,jessaseewald,"$4,500",,Powerhouse (1M+),Superbloom,,,,Holiday Kit - MB,,,One Product,12/17/2025,90,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Naomie Olindo,INSTAGRAM,naomie_olindo,"$7,000",,Established (500k-1M),Superbloom,Testimonial,Minimalist,,FP,MB,,Multi Product,12/18/2025,90,,CONTENT,Paused,01/12,30,2/11,2/12,E040,,,,,,,Video|FacePencil|MiracleBalm|Mascara|Partnership|naomie_olindo|Minimalist|Testimonial|Superbloom|E040|Ad00|NaomieOlindo|26Wk02|MBGeneric,,,,,,,
Ellen Kim/Hong,INSTAGRAM,ellenorkim,"$1,625",,Mid-tier (100-500k),Superbloom,,,,Holiday Kit - MB,,,One Product,12/18/2025,90,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Zoila Garcia,INSTAGRAM,zee_styledit,"$2,250",,Established (500k-1M),Superbloom,,,,Holiday Kit - Party,,,One Product,12/19/2025,90,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
BRIANNA JOYE,INSTAGRAM,briannajoye_fitness,$0,,Powerhouse (1M+),Aspire,DesirableSituation,LifeJuggler,NewMom,JETM,,,Multi Product,11/20/2025,,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Bridget Lauren Walsh,INSTAGRAM,bridgetlaurenh,"$1,166",,Micro (10-100k),Aspire,Testimonial,LifeJuggler,RemoteWorker,MB,,,One Product,,,,CONTENT,Paused,12/25,,,12/28,M269,,,,,,,Video|MiracleBalm|Partnership|bridgetlaurenh|LifeJuggler|RepeatMom|Testimonial|Aspire|M269|Ad00|BridgetMB|25Wk52|MultiProductMomTrojan,,,,,,,
Mary Margaret,INSTAGRAM,marymargaretcuster,"$3,000",,Mid-tier (100-500k),Superbloom,Testimonial,LifeJuggler,RepeatMom,Holiday Kit - Party,,,One Product,12/9/2025,90,,CONTENT,Paused,01/01,30,1/31,1/26,HC104,,,,,,,Video|HolidayCollection|PartyKit|Partnership|marymargaretcuster|LifeJuggler|RepeatMom|Testimonial|Superbloom|HC104|Ad00|MaryMargaret|26Wk01|PartyKitTest,,,,,,,
Dr. Brittney J Fusilier,INSTAGRAM,brittfusilier,"$3,500",,Mid-tier (100-500k),Superbloom,Testimonial,LifeJuggler,,Holiday Kit - Party,,,One Product,12/12/2025,90,,CONTENT,Paused,01/01,30,1/31,1/7,HC118,,,,,,,Video|HolidayCollection|PartyKit|Partnership|brittfusilier|LifeJuggler|Testimonial|Superbloom|HC118|Ad00|BrittneyFusilier|26Wk01|PartyKitTest,,,,,,,
Lauren Elyce,INSTAGRAM,laurenelyce,"$5,000",,Mid-tier (100-500k),Aspire,Testimonial,LifeJuggler,NewMom,MB,,,One Product,,,,CONTENT,Paused,01/01,,,01/04,M275,,,,,,,Video|MiracleBalm|Partnership|laurenelyce|LifeJuggler|NewMom|Testimonial|Aspire|M275|Ad00|LaurenMB|26Wk01|MultiProductMomTrojan,,,,,,,
Milena Ciciotti,INSTAGRAM,milenaciciotti,"$2,000",,Mid-tier (100-500k),Superbloom,Testimonial,Minimalist,,MB,,,One Product,11/25/2025,N/A,,CONTENT,Paused,01/05,N/A,#VALUE!,1/8,HC109,,,,,,,,,,,,,,
Katie Musser,INSTAGRAM,ktmusser,"$2,000",,Micro (10-100k),Superbloom,Testimonial,LifeJuggler,CareerWoman,BODY,MB,Mascara,Multi Product,1/13/2026,90,,CONTENT,Paused,01/29,30,2/28,2/1,W048,,,,,,,Video|WTF|MiracleBalm|Mascara|Partnership|ktmusser|LifeJuggler|CareerWoman|Testimonial|Superbloom|W048|Ad00|KatieMusser|26Wk05|WTFMultiProductBusyWomenTrojan,,,,,,,
Jas Hamilton,INSTAGRAM,jashamilton_,"$1,000",,Micro (10-100k),Superbloom,Testimonial,SkincareEnthusiast,NewMom,BODY,,,Multi Product,1/7/2026,,,CONTENT,Paused,01/07/2026,30,2/6,2/4,BC033,,,,,,,,,,,,,,
Jas Hamilton,INSTAGRAM,jashamilton_,"$1,000",,Micro (10-100k),Superbloom,Testimonial,SkincareEnthusiast,,BODY,,,Multi Product,1/13/2026,,,CONTENT,Paused,01/09/2026,30,2/8,2/4,BC034,,,,,,,Video|BODY|Partnership|jashamilton_|SkincareEnthusiast|Testimonial|Internal|BC034|Ad00|JasHamiltonBody|26Wk02|BodyLaunchTest,,,,,,,
Annie Jaffrey,INSTAGRAM,anniejaffrey,"$2,000",,Mid-tier (100-500k),Superbloom,Testimonial,LifeJuggler,NewMom,MB,WTF,,Multi Product,1/8/2026,90,,CONTENT,Paused,01/29,30,2/28,2/1,M277,,,,,,,Video|MiracleBalm|WTF|Partnership|anniejaffrey|LifeJuggler|NewMom|Testimonial|Superbloom|M277|Ad00|AnnieJaffreyMBWTF|26Wk05|MultiProductMomTrojan,,,,,,,
Christian Blair Vordy ,INSTAGRAM,Christianblairvordy,"$3,500",,Mid-tier (100-500k),Superbloom,Social Proof,BusySuburbanMom,NewMom,MB,WTF,,Multi Product,1/12/2026,90,,CONTENT,Paused,02/26,30,3/28,3/4,M278,,,,,,,Video|MiracleBalm|WTF|Partnership|christianblairvordy|BusySuburbanMom|NewMom|SocialProof|Superbloom|M278|Ad00|ChristianBlairVordyMBWTF|26Wk08|MultiProductMomTrojan,,,,,,,
Ellen Kim/Hong,INSTAGRAM,ellenorkim,"$7,500",,Mid-tier (100-500k),Superbloom,Testimonial,SkincareEnthusiast,NewMom,BODY,,,Multi Product,1/11/2026,90,,CONTENT,Paused,01/15/2026,20,2/4,1/28,BC036,,,,,,,Video|BODY|Partnership|ellenorkim|SkincareEnthusiast|NewMom|Testimonial|Superbloom|BC036|Ad00|EllenKimBody|26Wk03|BodyLaunchTest,,,,,,,
Shylah May,INSTAGRAM,shylahmay,"$1,000",,Micro (10-100k),Superbloom,Testimonial,LifeJuggler,NewMom,JETM,MB,,Multi Product,1/9/2025,90,,CONTENT,Paused,01/29/2026,30,2/28,2/3,J122,,,,,,,Video|JETM|MiracleBalm|Partnership|shylahmay|LifeJuggler|NewMom|Testimonial|Superbloom|J122|Ad00|ShylahMay|26Wk05|MultiProductMomTrojan,,,,,,,
Amber Mamain,INSTAGRAM,global_munchkins,,,Established (500k-1M),Superbloom,Testimonial,LifeJuggler,RepeatMom,Holiday Kit - Party,,,Multi Product,,,,CONTENT,Paused,01/09/2026,,,1/12,HC116,,,,,,,Video|HolidayCollection|PartyKit|Partnership|global_munchkins|LifeJuggler|RepeatMom|Testimonial|Superbloom|HC116|Ad00|AmberMamain|26Wk02|PartyKitTest,,,,,,,
Abbie Crane,INSTAGRAM,houseofabbie,"$1,000",,Micro (10-100k),Superbloom,,,,BODY,,,One Product,1/13/2026,,,CONTENT,Paused,02/12,30,3/14,2/19,BC040,,,,,,,Video|BODY|Partnership|houseofabbie|General|SocialProof|Superbloom|BC040|Ad00|AbbieCraneBody|26Wk07|BodyLaunchTest,,,,,,,
Mackenzie Rose,INSTAGRAM,mackenziealtig,"$3,000",,Mid-tier (100-500k),Superbloom,Testimonial,LifeJuggler,RepeatMom,Sunkissed Kit,,,One Product,1/12/2026,,,CONTENT,Paused,01/15/2026,30,2/14,2/12,SK013,,,,,,,Video|SunkissedKit|Partnership|mackenziealtig|LifeJuggler|RepeatMom|Testimonial|Superbloom|SK013|Ad00|MackenzieRoseSunkissed|26Wk03|DustySunkissedLaunch,,,,,,,
Amanda Riley ,INSTAGRAM,lifeofamandariley,"$2,500",,Mid-tier (100-500k),Superbloom,Testimonial,HealthEnthusiast,,Sunkissed Kit,,,One Product,1/12/2026,,,CONTENT,Paused,01/22/2026,30,2/21,01/29,SK014,,,,,,,Video|SunkissedKit|Partnership|lifeofamandariley|Minimalist|Testimonial|Superbloom|SK014|Ad00|AmandaRileySunkissed|26Wk04|DustySunkissedLaunch,,,,,,,
Shenae Grimes-Beech,INSTAGRAM,shenaegrimesbeech,"$6,000",,Established (500k-1M),Superbloom,Testimonial,SkincareEnthusiast,RepeatMom,BODY,MB,WTF,Multi Product,1/15/2026,30,,CONTENT,Paused,01/29,,,2/2,BC052,,,,,,,Video|BODY|MiracleBalm|WTF|Partnership|shenaegrimesbeech|SkincareEnthusiast|RepeatMom|Testimonial|Superbloom|BC052|Ad00|ShenaeBody|26Wk05|BodyLaunchTest,,,,,,,
Allison Kelley,INSTAGRAM,allisonkelleyy,"$3,000",,Mid-tier (100-500k),Superbloom,Testimonial,Minimalist,,Dusty Rose Kit,WTF,,Multi Product,1/13/2026,30,,CONTENT,Paused,01/29,30,2/28,2/6,DR015,,,,,,,Video|DustyRoseKit|WTF|Partnership|allisonkelleyy|Minimalist|Testimonial|Superbloom|DR015|Ad00|AllisonKelleyDK|26Wk05|DustySunkissedLaunch,,,,,,,
Kelli Stockley ,INSTAGRAM,emma_grace_blog,"$1,700",,Mid-tier (100-500k),Superbloom,Testimonial,LifeJuggler,RepeatMom,Sunkissed Kit,,,One Product,1/13/2026,30,,CONTENT,Paused,01/29,,,2/3,SK015,,,,,,,Video|SunkissedKit|Partnership|emma_grace_blog|LifeJuggler|RepeatMom|Testimonial|Superbloom|SK015|Ad00|KelliStockleySK|26Wk05|DustySunkissedLaunch,,,,,,,
Shylah May,INSTAGRAM,shylahmay,"$1,000",,Micro (10-100k),Superbloom,Better Version,BusySuburbanMom,NewMom,JETM,MB,Mascara,Multi Product,1/14/2026,,,CONTENT,Paused,02/26,30,3/28,3/2,J123,,,,,,,Video|JETM|MiracleBalm|Mascara|Partnership|shylahmay|BusySuburbanMom|NewMom|BetterVersion|Superbloom|J123|Ad00|ShylahMay2|26Wk08|MultiProductMomTrojan,,,,,,,
Kathryn Shultis,INSTAGRAM,kat_shultis,"$1,500",,Mid-tier (100-500k),Superbloom,,,,WTF,MB,Mascara,Multi Product,1/15/2026,,,CONTENT,Paused,02/19,30,3/21,2/24,W051,,,,,,,,,,,,,,
Emily DiDonato,INSTAGRAM,emilydidonato,"$3,000",,Powerhouse (1M+),Internal,Testimonial,LifeJuggler,RepeatMom,Dusty Rose Kit,,,One Product,1/15/2025,,,CONTENT,Paused,1/15/26,,,,DR017,,,,,,,Video|DustyRoseKit|Partnership|emilydidonato|Minimalist|RepeatMom|Testimonial|Internal|DR017|Ad00|EmilyDustyRose|26Wk03|EmilyMultiLP,,,,,,,
Juli Roth,INSTAGRAM,paleomg,"$4,500",,Mid-tier (100-500k),Superbloom,Natural Look,,,JETM,MB,,Multi Product,1/15/2025,,,CONTENT,Paused,02/19,,,2/24,J124,,,,,,,,,,,,,,
Neghin Adina,INSTAGRAM,neghinadina,"$3,000",,Micro (10-100k),Superbloom,SocialProof,Minimalist,,MB,Mascara,,Multi Product,1/15/2026,,,CONTENT,Paused,02/05/26,30,3/7,2/8,W050,,,,,,,Video|MiracleBalm|Mascara|Partnership|neghinadina|Minimalist|SocialProof|Superbloom|W050|Ad00|NeghinAdina|26Wk06|Bestsellers,,,,,,,
Alex Hazen,INSTAGRAM,alexhazen,"$10,000",,Mid-tier (100-500k),Superbloom,Storyboard,Travel Enthusiast,NewMom,MB,WTF,,Multi Product,1/20/2026,,,CONTENT,Paused,01/29,30,2/28,2/24,M280,,,,,,,Video|MiracleBalm|WTF|Partnership|alexhazen|TrendSeekers|NewMom|Storyboard|Superbloom|M280|Ad00|AlexHazen|26Wk05|MultiProductMomTrojan,,,,,,,
Jasmine Nguyen,INSTAGRAM,__jasminenguyen,"$2,000",,Mid-tier (100-500k),Superbloom,Natural Look,,,WTF,MB,,Multi Product,1/16/2026,30,,CONTENT,Paused,02/26,,,3/2,W049,,,,,,,Video|WTF|MiracleBalm|Partnership|__jasminenguyen|General|NaturalLook|Superbloom|W049|Ad00|JasmineNguyen|26Wk09|MBWTFTrojan,,,,,,,
Avery Woods,INSTAGRAM,averyywoods,"$20,000",,Established (500k-1M),Superbloom,Testimonial,LifeJuggler,RepeatMom,Sunkissed Kit,,,One Product,1/16/2026,30,,CONTENT,Paused,01/29,30,2/28,2/26,SK017,,,,,,,Video|SunkissedKit|Partnership|averyywoods|LifeJuggler|RepeatMom|Testimonial|Superbloom|SK017|Ad00|AveryWoodsSK|26Wk05|DustySunkissedLaunch,,,,,,,
Jamie Chung,INSTAGRAM,jamiejchung,"$7,000",,Powerhouse (1M+),Superbloom,SocialProof,LifeJuggler,,WTF,MB,,Multi Product,1/16/2026,30,,CONTENT,Paused,2/5/26,30,3/7,2/17,M282,,,,,,,Video|WTF|MiracleBalm|Partnership|jamiejchung|LifeJuggler|SocialProof|Superbloom|M282|Ad00|JamieChungMB|26Wk06|MBWTFTrojan,,,,,,,
Shawn Johnson,INSTAGRAM,"shawnjohnson
","$30,000",,Powerhouse (1M+),Superbloom,Testimonial,Athlete,,MB,,,One Product,1/22/2026,30,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Jackie Schimmel,INSTAGRAM,jackieschimmel,"$4,000",,Mid-tier (100-500k),Superbloom,,,RepeatMom,BODY,,,,1/22/2026,,,CONTENT,Paused,02/19,30,3/21,2/27,BC053,,,,,,,,,,,,,,
Shylah May,INSTAGRAM,shylahmay,"$1,500",,Micro (10-100k),Superbloom,Testimonial,Minimalist,,MB,WTF,,Multi Product,,,,CONTENT,Paused,1/22/2026,30,2/21,01/29,M263,,,,,,,Video|MiracleBalm|WTF|Partnership|shylahmay|Minimalist|Testimonial|Superbloom|M263|Ad00|ShylahMay|26Wk04|MBGeneric,,,,,,,
Amanda Knox,INSTAGRAM,iamamandaknox,"$3,500",,Micro (10-100k),Superbloom,Testimonial,Minimalist,,MB,WTF,,Multi Product,1/21/2026,,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Tracy Campoli ,INSTAGRAM,tracycampoli,"$4,000",,Mid-tier (100-500k),Superbloom,,,,MB,WTF,,Multi Product,1/29/2026,30,,CONTENT,Paused,02/26,30,3/28,3/2,M289,,,,,,,Video|MiracleBalm|WTF|Partnership|tracycampoli|AgelessMatriarch||SocialProof|Superbloom|M289|Ad00|TracyCampoliYT|26Wk09|Homepage,,,,,,,
Karalea Pior ,INSTAGRAM,"karaleapior
","$3,000",,Mid-tier (100-500k),Superbloom,,BusySuburbanMom,,JETM,MB,,Multi Product,1/23/2026,30,,CONTENT,Paused,02/19,30,3/21,2/27,J127,,,,,,,,,,,,,,
Holly Fischer ,INSTAGRAM,hollykfischer_,"$2,500",,Mid-tier (100-500k),Superbloom,,,,Dusty Rose Kit,,,One Product,1/20/2026,30,,CONTENT,Paused,02/19,30,3/21,,DR020,,,,,,,,,,,,,,
Jas Hamilton,INSTAGRAM,jashamilton_,"$2,000",,Micro (10-100k),Superbloom,,,,En Route,,,One Product,2/3/2026,30,,CONTENT,Paused,02/12,30,3/14,2/17,E041,,,,,,,Video|EnRoute|Partnership|jashamilton_|General|SocialProof|Superbloom|E041|Ad00|JasEnRoute|26Wk07|FragrancePLP,,,,,,,
Emily DiDonato,INSTAGRAM,emilydidonato,"$3,000",,Powerhouse (1M+),Internal,SocialProof,SkincareFocus,RepeatMom,MB,,,One Product,,,,CONTENT,Paused,2/5/26,30,3/7,,M283,,,,,,,Video|MiracleBalm|Partnership|emilydidonato|SkincareFocus|RepeatMom|SocialProof|Internal|M283|Ad00|EmilyMiracleBalm|26Wk06|EmilyMultiLP,,,,,,,
Emily DiDonato,INSTAGRAM,emilydidonato,"$3,000",,Powerhouse (1M+),Internal,SocialProof,BeautyNovice,,Dusty Rose Kit,,,One Product,,,,CONTENT,Paused,2/5/26,,,,DR019,,,,,,,Video|DustyRoseKit|Partnership|emilydidonato|BeautyEnthusiast|SocialProof|Internal|DR019|Ad03|EmilyDustyScale|26Wk06|DustySunkissedLaunch,,,,,,,
Shawn Johnson,INSTAGRAM,ASANA,"$10,000",,Powerhouse (1M+),Superbloom,SocialProof,Minimalist,RepeatMom,MB,,,One Product,,30,,CONTENT,Paused,2/5/26,30,3/7,3/7,RHM330,,,,,,,Video|MiracleBalm|Partnership|shawnjohnson|Minimalist|RepeatMom|SocialProof|Rickhouse|RHM330|Ad00|ShawnJohnsonMB|26Wk06|ShawnJohnsonLP,,,,,,,
Shawn Johnson,INSTAGRAM,"shawnjohnson
","$10,000",,Powerhouse (1M+),Superbloom,SocialProof,Minimalist,RepeatMom,MB,,,One Product,,30,,CONTENT,Paused,2/5/26,30,3/7,3/7,J125,,,,,,,Video|MiracleBalm|JETM|Partnership|shawnjohnson|Minimalist|RepeatMom|SocialProof|Superbloom|J125|Ad00|ShawnJohnsonMulti|26Wk06|ShawnJohnsonLP,,,,,,,
Shawn Johnson,INSTAGRAM,"shawnjohnson
","$10,000",,Powerhouse (1M+),Superbloom,SocialProof,Minimalist,RepeatMom,JETM,MB,,Multi Product,,30,content,CONTENT,Paused,2/5/26,30,3/7,3/7,RHM331,,,,,,,Video|JETM|MiracleBalm|Partnership|shawnjohnson|Minimalist|RepeatMom|SocialProof|Rickhouse|RHM331|Ad00|ShawnJohnsonMBJETM|26Wk06|ShawnJohnsonLP,,,,,,,
Alexandra Kay,INSTAGRAM,aliwkay,,,Mid-tier (100-500k),Aspire,SocialProof,LifeJuggler,RepeatMom,JETM,MB,,Multi Product,,30,,CONTENT,Paused,2/5/26,30,3/7,2/9,M284,,,,,,,Video|JETM|MiracleBalm|Partnership|aliwkay|LifeJuggler|RepeatMom|Testimonial|Aspire|M284|Ad00|AliwkayDuo|26Wk06|MultiProductMomTrojan,,,,,,,
Izzy Teo,INSTAGRAM,pinkerbel,$100,,Nano (1-10k),Aspire,Testimonial,Minimalist,NewMom,JETM,,,One Product,,,,CONTENT,Paused,2/5/26,30,3/7,2/12,J125,,,,,,,Video|JETM|Partnership|pinkerbel|Minimalist|NewMom|Testimonial|Aspire|J125|Ad00|PinkerbelTM|26Wk06|JETMMomsListicle,,,,,,,
Anna Daly,INSTAGRAM,annabdaly,"$4,500",,Established (500k-1M),Superbloom,,,,MB,WTF,,Multi Product,,90,,CONTENT,Paused,03/05,30,4/4,3/9,W054,,,,,,,Video|WTF|MiracleBalm|Partnership|annabdaly|General|Clean|Superbloom|W054|Ad00|AnnaDaly|26Wk10|MBWTFTrojan,,,,,,,
Meg Kilcup,INSTAGRAM,awholehealthlife,"$6,500",,Established (500k-1M),Superbloom,Social Proof,,,JETM,MB,,Multi Product,2/15/2026,,,CONTENT,Paused,03/02,30,4/1,3/9,J130,,,,,,,Video|JETM|MiracleBalm|Partnership|awholehealthlife|General|SocialProof|Superbloom|J130|Ad00|MegKilcup|26Wk09|Bestsellers,,,,,,,
Christine Kong,INSTAGRAM,dailykongfidence,"$4,500",,Mid-tier (100-500k),Superbloom,Convenience,BusySuburbanMom,,JETM,MB,,Multi Product,2/12/2026,30,,CONTENT,Paused,02/26,30,3/28,3/2,J131,,,,,,,Video|JETM|MiracleBalm|Partnership|dailykongfidence|BusySuburbanMom|Convenience|Superbloom|J131|Ad00|ChristineKong|26Wk09,,,,,,,
Chen Kaplan,INSTAGRAM,chens_plate,"$2,000",,Micro (10-100k),Superbloom,,,,JETM,MB,,Multi Product,2/9/2026,30,,CONTENT,,,30,,,ASANA,,,,,,,,,,,,,,
Ash Walker,INSTAGRAM,walker_ash,"$2,700",,Mid-tier (100-500k),,,,,Eye Shadow Stick,,,One Product,2/10/2026,30,,CONTENT,,,,,,ASANA,,,,,,,,,,,,,,
Emily DiDonato,INSTAGRAM,emilydidonato,"$3,000",,Powerhouse (1M+),Internal,SocialProof,General,RepeatMom,Eye Shadow Stick,,,One Product,,30,,CONTENT,Active,2/10/26,30,3/12,,ES022,,,,,,,Video|EyeshadowStick|Partnership|emilydidonato|General|RepeatMom|SocialProof|Internal|ES022|Ad00|EmilyDES|26Wk07|EmilyESTest,,,,,,,
Lauren Renee,INSTAGRAM,"laurenreneeee
","$1,500",,Micro (10-100k),Superbloom,,,,MB,WTF,,Multi Product,2/11/2026,30,,CONTENT,Paused,02/26,,,3/2,M305,,,,,,,Video|MiracleBalm|WTF|Partnership|laurenreneeee|General|Convenience|Superbloom|M305|Ad00|LaurenRenee|26Wk09|MBWTFTrojan,,,,,,,
Chinae Alexander,INSTAGRAM,chinaealexander,"$2,500",,Mid-tier (100-500k),Superbloom,Better Version,BusySuburbanMom,,WTF,MB,,Multi Product,2/12/2026,30,,CONTENT,Active,04/02/26,30,5/2,,W056,,,,,,,Video|WTF|MiracleBalm|Partnership|chinaealexander|BusySuburbanMom|BetterVersion|Superbloom|W056|Ad00|ChinaeAlexander|26Wk14|MBWTFTrojan,,,,,,,
Abby Brancati,INSTAGRAM,abby_brancati,$500,,Nano (1-10k),Superbloom,Convenience,BusySuburbanMom,,MB,WTF,,Multi Product,2/28/2026,30,,CONTENT,Paused,03/10/26,30,4/9,3/17,M306,,,,,,,Video|MiracleBalm|WTF|Partnership|abby_brancati|BusySuburbanMom|Convenience|Superbloom|M306|Ad00|AbbyBrancati|26Wk10|MultiProductMomTrojan,,,,,,,
